REGIAO:;CO;;;;;;;
UF:;MS;;;;;;;
ESTACAO:;BONITO;;;;;;;
CODIGO (WMO):;S704;;;;;;;
LATITUDE:;-21,246756;;;;;;;
LONGITUDE:;-56,450442;;;;;;;
ALTITUDE:;329;;;;;;;
DATA DE FUNDACAO:;06/08/2018;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
11/10/2020;1100 UTC;0;975;23,5;68;294;1,5;0,7
11/10/2020;1200 UTC;0;975,5;26,6;48;328;2,3;1,3
11/10/2020;1300 UTC;0;975,4;29,5;37;43;6,5;4,2
11/10/2020;1400 UTC;0;974,9;31,9;33;46;6,5;4
11/10/2020;1500 UTC;0;974,1;33,2;31;41;6,6;2,9
11/10/2020;1600 UTC;0;973,2;35,2;31;48;6,8;3
11/10/2020;1700 UTC;0;972,1;36,3;30;43;6,4;2,7
11/10/2020;1800 UTC;0;971,1;36,4;30;31;9,4;2,3
11/10/2020;1900 UTC;0;970,6;36,9;29;235;9,4;1,4
11/10/2020;2000 UTC;0;970,5;35,7;31;132;6,4;4
11/10/2020;2100 UTC;0;970,8;32,9;38;124;5,8;2,4
11/10/2020;2200 UTC;0;971,2;30,2;46;127;3,5;1,9
11/10/2020;2300 UTC;0;971,6;28,3;49;97;2,4;1
12/10/2020;0000 UTC;0;971,9;27;57;99;1,9;1,4
12/10/2020;0100 UTC;0;972,7;27;59;83;6,6;3,4
12/10/2020;0200 UTC;0;974;26,1;61;85;4,8;2,3
12/10/2020;0300 UTC;0;974,1;24;62;100;5,3;2,8
12/10/2020;0400 UTC;0;973,8;24,9;65;92;5;3
12/10/2020;0500 UTC;0;973,3;23,6;60;227;4,3;0,9
12/10/2020;0600 UTC;0;973,4;23,5;65;11;2,7;0,6
12/10/2020;0700 UTC;0;973,4;24,6;60;3;3,5;2,2
12/10/2020;0800 UTC;0;973,6;25,1;55;16;6,3;3,5
12/10/2020;0900 UTC;0;974,2;24,9;65;9;6,3;3,6
12/10/2020;1000 UTC;0;974,9;25,3;72;2;6,8;3,7
12/10/2020;1100 UTC;0;975,8;26,1;72;11;7,4;3,2
12/10/2020;1200 UTC;0;975,9;27;70;359;7,9;3,9
12/10/2020;1300 UTC;0;976,2;27,2;67;353;9,8;5,7
12/10/2020;1400 UTC;0;975,8;28,8;65;2;8,8;4,5
12/10/2020;1500 UTC;0;975,3;30,5;60;350;8,1;4
12/10/2020;1600 UTC;0;974,3;32,6;56;10;8;3,4
12/10/2020;1700 UTC;0;973;34,7;49;53;6,2;3,4
12/10/2020;1800 UTC;0;971,5;35;46;38;6,6;3,8
12/10/2020;1900 UTC;0;971;35,2;44;357;6;2,1
12/10/2020;2000 UTC;0;970,6;34,9;43;62;5,3;3,6
12/10/2020;2100 UTC;0;971;32,7;47;73;6,5;4
12/10/2020;2200 UTC;0;971,7;30,3;53;63;6,6;3,8
12/10/2020;2300 UTC;0;972,3;29,3;59;73;5,4;3,1
13/10/2020;0000 UTC;0;973;28,8;58;58;5,5;3,6
13/10/2020;0100 UTC;0;973,2;27,7;61;39;5,5;2,9
13/10/2020;0200 UTC;0;973,3;27,8;62;16;5,6;2,9
13/10/2020;0300 UTC;0;973,7;26,9;65;129;5,4;3,3
13/10/2020;0400 UTC;0;973,4;24,8;74;130;5,4;2,1
13/10/2020;0500 UTC;0;972,5;24;76;81;3,8;2,2
13/10/2020;0600 UTC;0;972,1;24,1;74;359;3,4;1
13/10/2020;0700 UTC;0;971,9;22,5;83;251;3,1;0,7
13/10/2020;0800 UTC;0;972,2;23,4;83;350;3,2;1,7
13/10/2020;0900 UTC;0;973;21,5;87;304;2,8;0,5
13/10/2020;1000 UTC;0;973,6;23,5;87;26;2,2;0,6
13/10/2020;1100 UTC;0;974,8;26,1;83;352;3,8;1,4
13/10/2020;1200 UTC;0;975,2;28,7;70;353;3,7;2
13/10/2020;1300 UTC;0;975,3;29,5;60;2;3,9;1,9
13/10/2020;1400 UTC;0;974,7;31,5;56;35;3,9;2
13/10/2020;1500 UTC;0;973,8;33,5;51;23;5,2;2,2
13/10/2020;1600 UTC;0;972,6;34,5;45;350;6,7;2,7
13/10/2020;1700 UTC;0;971,2;35,1;43;355;6,8;2
13/10/2020;1800 UTC;0;970;36,3;40;23;4,2;1,5
13/10/2020;1900 UTC;0;969,1;35,5;39;87;4,2;2
13/10/2020;2000 UTC;0;968,7;32,6;48;350;8,9;3,1
13/10/2020;2100 UTC;0;969,2;30,8;53;12;6;0,7
13/10/2020;2200 UTC;0;969,7;29,1;60;129;4,1;0,6
13/10/2020;2300 UTC;0;970,8;28,7;64;299;2;1,2
14/10/2020;0000 UTC;0;972,4;28,5;69;107;13,5;9,3
14/10/2020;0100 UTC;0;972,4;26,2;62;92;14,8;6,6
14/10/2020;0200 UTC;0;972,7;24,9;66;26;10;2
14/10/2020;0300 UTC;0;972,5;24,6;68;16;5,8;1,5
14/10/2020;0400 UTC;0;971,6;23,9;72;4;4,4;1,9
14/10/2020;0500 UTC;0;971;23,5;73;351;4,3;1,9
14/10/2020;0600 UTC;0;970,8;22,2;79;126;3,2;0,9
14/10/2020;0700 UTC;0;970,3;22,6;80;330;3;2,6
14/10/2020;0800 UTC;0;970,6;21,9;80;338;3,1;2
14/10/2020;0900 UTC;0;971,4;22;81;318;2,4;1,3
14/10/2020;1000 UTC;0;972,6;23,7;80;360;3,8;2,5
14/10/2020;1100 UTC;0;973,3;25,1;72;358;6,3;3,7
14/10/2020;1200 UTC;0;973,6;27,6;69;4;6,4;3
14/10/2020;1300 UTC;0;973,4;31;60;7;7,5;4
14/10/2020;1400 UTC;0;972,7;33,1;50;5;10,7;6,3
14/10/2020;1500 UTC;0;971,9;35,2;42;360;11,3;6,3
14/10/2020;1600 UTC;0;970,8;36,7;37;340;11,6;7,4
14/10/2020;1700 UTC;0;969,6;37,3;35;344;11,6;5,5
14/10/2020;1800 UTC;0;968,6;38,2;33;338;11,8;6,8
14/10/2020;1900 UTC;0;967,8;38,2;31;336;10,3;5
14/10/2020;2000 UTC;0;966,9;37,6;32;335;7,1;4,6
14/10/2020;2100 UTC;0;967,4;35,4;33;345;6,7;2,5
14/10/2020;2200 UTC;0;968,4;33,5;37;11;3,8;2,1
14/10/2020;2300 UTC;0;969,5;32,8;39;20;3,2;2,2
15/10/2020;0000 UTC;0;970,3;32,1;41;40;10,1;4,8
15/10/2020;0100 UTC;0;971,2;29,8;44;31;10,1;4
15/10/2020;0200 UTC;0;972;27;52;106;7,2;2,1
15/10/2020;0300 UTC;0;971,9;25,7;61;76;4,1;2
15/10/2020;0400 UTC;0;971,8;24,4;67;123;2,8;1,3
15/10/2020;0500 UTC;0;972,6;24,4;68;82;3,7;1,2
15/10/2020;0600 UTC;0;972,8;23,9;68;104;5;1,6
15/10/2020;0700 UTC;0;972,2;23,8;70;57;2,9;0,8
15/10/2020;0800 UTC;0;973,3;23,5;73;35;2,4;0,3
15/10/2020;0900 UTC;0;975,2;23,3;77;191;6,9;4,3
15/10/2020;1000 UTC;0;976,4;22,6;83;182;8,8;5,6
15/10/2020;1100 UTC;0;976,8;23;85;134;10,4;6,5
15/10/2020;1200 UTC;3;978,6;21;95;195;10,4;5,3
15/10/2020;1300 UTC;2,2;979,3;20,6;96;180;8,1;4,2
15/10/2020;1400 UTC;1,6;980,1;20,5;96;175;7,6;3,5
15/10/2020;1500 UTC;31;980,8;19,9;98;218;6,3;3,7
15/10/2020;1600 UTC;6,4;979,9;20,3;98;184;6,3;3,6
15/10/2020;1700 UTC;0,4;977,4;20,8;98;59;5,7;3,2
15/10/2020;1800 UTC;0;976,4;21,2;97;51;7,7;2,2
15/10/2020;1900 UTC;0;975,3;22,2;95;16;4,2;1,7
15/10/2020;2000 UTC;0;974,5;22,2;91;104;4,8;3,1
15/10/2020;2100 UTC;0;974,5;22;91;32;4,8;2,3
15/10/2020;2200 UTC;0;975,7;21;95;161;3,5;1,8
15/10/2020;2300 UTC;0;976,1;21,4;96;93;3,9;0,7
16/10/2020;0000 UTC;0;976,8;21,1;96;198;1,4;0,9
16/10/2020;0100 UTC;0;977,9;20,8;97;288;2,8;1,7
16/10/2020;0200 UTC;0;978,2;20,1;98;247;2,9;0,7
16/10/2020;0300 UTC;0;978;20,1;98;208;3,1;2,3
16/10/2020;0400 UTC;0;977,6;19,9;98;241;3,1;1,6
16/10/2020;0500 UTC;0;977,5;19,8;98;247;2,5;1,9
16/10/2020;0600 UTC;0;977,2;19,5;98;218;2,4;1,7
16/10/2020;0700 UTC;0;977,2;19,8;98;163;2,8;1,6
16/10/2020;0800 UTC;0;977,5;20;98;137;2,8;1,8
16/10/2020;0900 UTC;0;977,9;20;97;127;3,2;1,8
16/10/2020;1000 UTC;0;978,5;20,5;96;97;2,5;0,6
16/10/2020;1100 UTC;0;979;22,1;95;83;2,4;0,9
16/10/2020;1200 UTC;0;979,3;23,3;89;81;3,9;1,6
16/10/2020;1300 UTC;0;979,7;25,4;84;56;4,3;2
16/10/2020;1400 UTC;0;979,3;27,4;77;69;5;2,8
16/10/2020;1500 UTC;0,2;978,7;27,3;70;61;7;4,3
16/10/2020;1600 UTC;0;977,7;28,9;67;47;7;3,5
16/10/2020;1700 UTC;0;976,3;29,9;63;79;7,5;3,7
16/10/2020;1800 UTC;0;975,1;29,5;59;84;14;4,6
16/10/2020;1900 UTC;0;974,7;30,5;59;68;7;2,9
16/10/2020;2000 UTC;0;974,4;29,1;58;83;5,8;3
16/10/2020;2100 UTC;0;974,3;28,6;60;73;4,9;2,2
16/10/2020;2200 UTC;0;974,5;25,6;73;82;4,5;1
16/10/2020;2300 UTC;0;975;24,5;80;75;2,8;0,8
17/10/2020;0000 UTC;0;975,6;23,5;90;76;2,2;1,4
17/10/2020;0100 UTC;0;976,2;23,2;90;89;2,9;2,2
17/10/2020;0200 UTC;0;976,9;22,4;89;114;2,8;1
17/10/2020;0300 UTC;0;976,5;22,5;87;107;1,9;1,3
17/10/2020;0400 UTC;0;976;22,1;93;295;1,7;0,7
17/10/2020;0500 UTC;0;975,6;21,6;93;297;1,7;1
17/10/2020;0600 UTC;0;974,9;20,9;96;250;1,6;0,6
17/10/2020;0700 UTC;0;974,7;21,2;96;320;1,5;1,3
17/10/2020;0800 UTC;0;974,8;20,8;96;15;2;1,3
17/10/2020;0900 UTC;0;975,1;20,8;94;31;2;1
17/10/2020;1000 UTC;0;975,8;21,8;93;150;1,3;0,5
17/10/2020;1100 UTC;0;976,2;24,3;94;93;4,1;2,8
17/10/2020;1200 UTC;0;976,8;26,2;77;75;7,5;4,5
17/10/2020;1300 UTC;0;976,8;27,1;65;69;7,5;2,4
17/10/2020;1400 UTC;0;976,5;29,6;63;70;6,2;2,6
17/10/2020;1500 UTC;0;976;30,9;57;60;6;2,6
17/10/2020;1600 UTC;0;975,2;31,9;53;87;6;2,7
17/10/2020;1700 UTC;0;973,9;33,2;50;85;5,8;1,9
17/10/2020;1800 UTC;0;973;32,8;49;135;6,8;3,7
17/10/2020;1900 UTC;0;972,2;32,6;49;115;6,7;3,5
17/10/2020;2000 UTC;0;971,6;32;51;131;6,6;4,2
17/10/2020;2100 UTC;0;971,4;30,5;53;130;6,5;2,9
17/10/2020;2200 UTC;0;972,1;27,7;66;133;4,1;1,6
17/10/2020;2300 UTC;0;972,8;26,5;71;135;2,3;0,8
18/10/2020;0000 UTC;0;973;25,6;76;123;2,6;1,4
18/10/2020;0100 UTC;0;973,1;24,1;81;105;3,5;2,9
18/10/2020;0200 UTC;0;973,5;23,8;81;82;4;1,6
18/10/2020;0300 UTC;0;973,2;23,5;79;91;3,7;1,9
18/10/2020;0400 UTC;0;972,6;23,3;81;351;3,1;1,3
18/10/2020;0500 UTC;0;972,1;22,1;86;4;2,3;1,3
18/10/2020;0600 UTC;0;971,5;22,7;82;306;2,5;1,6
18/10/2020;0700 UTC;0;970,9;22,4;86;343;2,3;1,1
18/10/2020;0800 UTC;0;971,2;22;87;300;1,8;0,6
18/10/2020;0900 UTC;0;971,5;21,4;88;309;1,9;0,7
18/10/2020;1000 UTC;0;971,9;23;88;271;1,3;0,6
18/10/2020;1100 UTC;0;972,6;26,5;81;101;2,4;1
18/10/2020;1200 UTC;0;973,1;28;63;76;4,5;2,2
18/10/2020;1300 UTC;0;973,4;27,2;58;100;5,6;1,3
18/10/2020;1400 UTC;0;973,4;26,5;62;196;4,2;2,6
18/10/2020;1500 UTC;0,4;974,3;23,9;84;226;5,3;3,6
18/10/2020;1600 UTC;1,6;975,3;21,9;92;242;8;5,2
18/10/2020;1700 UTC;3,2;974,5;21,6;96;233;8;3,1
18/10/2020;1800 UTC;3,8;973,7;21,3;97;250;4,8;1,8
18/10/2020;1900 UTC;3,4;972,8;21,1;97;39;5,4;2,3
18/10/2020;2000 UTC;0,8;970,9;21,6;97;102;5,8;2,1
18/10/2020;2100 UTC;0;970,6;22,1;96;57;4,5;0,8
18/10/2020;2200 UTC;0;970,5;20,9;97;153;3,2;1,5
18/10/2020;2300 UTC;0;970,6;20,6;98;181;3,5;0,6
19/10/2020;0000 UTC;0;971,3;20,3;98;309;2,4;1,4
19/10/2020;0100 UTC;0;971,7;20,1;99;347;1,9;1,5
19/10/2020;0200 UTC;0;971,6;19,5;98;332;3,4;1,9
19/10/2020;0300 UTC;0;971,5;19,4;99;322;2,9;1,6
19/10/2020;0400 UTC;0,2;970,7;19,2;99;325;2,5;1,2
19/10/2020;0500 UTC;0;970,2;18,9;98;273;1,6;0,7
19/10/2020;0600 UTC;0;970;19;98;328;2,2;1,5
19/10/2020;0700 UTC;0;969,8;19;98;329;2,5;1,8
19/10/2020;0800 UTC;0;970,1;19,1;97;344;3,1;2,1
19/10/2020;0900 UTC;0;970,7;19,9;96;360;3,6;2,5
19/10/2020;1000 UTC;0;971,5;21,2;92;63;3,8;0,8
19/10/2020;1100 UTC;0;972,8;23,3;92;23;3,9;2,5
19/10/2020;1200 UTC;0;972,9;25;84;9;5,8;3,6
19/10/2020;1300 UTC;0;972,8;27,8;77;17;8,5;4,6
19/10/2020;1400 UTC;0;972,5;29,2;70;2;11,7;6,3
19/10/2020;1500 UTC;0;972,1;29,9;62;358;10,9;6,1
19/10/2020;1600 UTC;0;971,7;31,5;60;3;10,4;4
19/10/2020;1700 UTC;0;970,9;33,1;55;14;9,1;3,7
19/10/2020;1800 UTC;0;969,9;33;53;20;9,2;3,9
19/10/2020;1900 UTC;0;968,9;32,8;52;2;7,9;3,1
19/10/2020;2000 UTC;0;968,5;32,8;49;34;5,7;1,8
19/10/2020;2100 UTC;0;968,8;31,4;52;25;4,4;2
19/10/2020;2200 UTC;0;969,4;27,9;71;60;3;1,5
19/10/2020;2300 UTC;0;970;26,5;74;79;2,5;1,1
20/10/2020;0000 UTC;0;970,9;25,7;77;42;2;1,1
20/10/2020;0100 UTC;0;971,7;24,9;80;21;2,2;1,2
20/10/2020;0200 UTC;0;972,1;24,9;85;309;2;1,3
20/10/2020;0300 UTC;0;972,3;23,3;91;337;3,3;2,4
20/10/2020;0400 UTC;0;971,9;24,1;90;344;4,8;3,1
20/10/2020;0500 UTC;0;971,4;23,2;87;323;4,1;2,1
20/10/2020;0600 UTC;0;971,6;22,1;90;69;5,2;2
20/10/2020;0700 UTC;0;971,8;22,4;92;40;4,6;2,4
20/10/2020;0800 UTC;0;972,3;21,8;93;37;4,5;1
20/10/2020;0900 UTC;0;972,9;21,4;93;272;2,8;0,4
20/10/2020;1000 UTC;0;973,6;22,8;95;321;2,3;1,2
20/10/2020;1100 UTC;0;974,4;26,3;88;36;4,1;2
20/10/2020;1200 UTC;0;974,9;28,1;70;23;4,3;2,4
20/10/2020;1300 UTC;0;975,1;30,1;65;34;5,7;3,3
20/10/2020;1400 UTC;0;974,8;31,5;62;350;6,3;3,3
20/10/2020;1500 UTC;0;974,4;33,5;53;325;6,7;3
20/10/2020;1600 UTC;0;973,8;32,6;52;339;5,6;1,5
20/10/2020;1700 UTC;0;972,7;34,1;50;355;6,8;2,5
20/10/2020;1800 UTC;0;971,6;32,6;50;347;6,5;2,5
20/10/2020;1900 UTC;0;971;33,9;50;314;6,7;2,9
20/10/2020;2000 UTC;0;970,3;32,1;52;9;5,2;2,4
20/10/2020;2100 UTC;0;971,1;31,3;55;1;4,4;1,2
20/10/2020;2200 UTC;0;972,6;27,9;61;159;8,4;6
20/10/2020;2300 UTC;0;973,1;25,7;67;114;8,4;1,5
21/10/2020;0000 UTC;0;974,1;25,8;71;360;2,8;1,7
21/10/2020;0100 UTC;0;974,9;23,9;79;343;2,8;0,6
21/10/2020;0200 UTC;0;975,4;23,4;83;82;1;0,5
21/10/2020;0300 UTC;0;975,3;24,5;82;352;2,5;1,1
21/10/2020;0400 UTC;0;974,5;24,2;82;13;3;1,3
21/10/2020;0500 UTC;0;974,6;23,2;85;350;3;1
21/10/2020;0600 UTC;0;974,7;22,6;89;103;3,3;1,8
21/10/2020;0700 UTC;0;974,3;22,3;90;37;3,1;2,1
21/10/2020;0800 UTC;0;974,7;22,6;82;343;4;0,3
21/10/2020;0900 UTC;0;975,1;21,2;93;122;2,5;1,9
21/10/2020;1000 UTC;0;975,3;22,2;93;73;3,8;1,6
21/10/2020;1100 UTC;0;975,8;24,7;88;184;2,8;1,2
21/10/2020;1200 UTC;0;976,5;27,8;79;183;3;1,4
21/10/2020;1300 UTC;0;976,9;30,8;68;163;4,7;1,3
21/10/2020;1400 UTC;0;976,6;33;59;291;4,9;1,7
21/10/2020;1500 UTC;0;976,3;30,8;57;307;6,9;3,8
21/10/2020;1600 UTC;0;975,7;25,4;72;240;11,9;4,1
21/10/2020;1700 UTC;0;975,7;24,8;79;276;10,1;6,3
21/10/2020;1800 UTC;0;975,3;24;78;274;11;3,7
21/10/2020;1900 UTC;0,4;976;22,3;86;120;8,8;4,8
21/10/2020;2000 UTC;0,4;974,7;22,8;92;122;8,6;2,4
21/10/2020;2100 UTC;0;973,6;23,2;89;177;4,4;2
21/10/2020;2200 UTC;0;974,1;22,6;90;300;4,1;2,9
21/10/2020;2300 UTC;0;974,8;22,3;92;3;4,1;1,2
22/10/2020;0000 UTC;0;975,3;22,1;95;134;5,5;2,4
22/10/2020;0100 UTC;0;975,6;21,3;96;63;4,2;0,7
22/10/2020;0200 UTC;0;976;21,1;97;336;2,7;1,7
22/10/2020;0300 UTC;0;975,3;20,9;97;327;3,6;1,9
22/10/2020;0400 UTC;0;974,4;20,5;97;311;4;1,9
22/10/2020;0500 UTC;0;974;20,2;97;306;2,8;1,7
22/10/2020;0600 UTC;0;973,6;19,9;97;265;3;0,3
22/10/2020;0700 UTC;0;973,9;19,8;98;303;2,2;1,4
22/10/2020;0800 UTC;0;974,3;19,4;98;64;2,2;0,4
22/10/2020;0900 UTC;0;974,9;19,4;98;52;2,2;0,5
22/10/2020;1000 UTC;0;975,5;20,9;98;285;2;0,3
22/10/2020;1100 UTC;0;976,3;23,9;95;53;2,1;0,7
22/10/2020;1200 UTC;0;976,5;26,8;85;55;7,8;4,8
22/10/2020;1300 UTC;0;976,6;28,6;71;68;8,5;4,6
22/10/2020;1400 UTC;0,2;975,9;30,3;66;64;7,1;4
22/10/2020;1500 UTC;0;975,3;31,4;63;43;7,7;3,9
22/10/2020;1600 UTC;0;974,8;32,4;58;49;7,1;3,4
22/10/2020;1700 UTC;0;973,8;32,4;57;80;7,7;2,8
22/10/2020;1800 UTC;0;972,8;31,1;57;19;4,9;1,2
22/10/2020;1900 UTC;0;972,1;26,2;75;289;7,6;3,7
22/10/2020;2000 UTC;0;971,4;26,2;83;323;6,1;2
22/10/2020;2100 UTC;0,2;971,9;26,3;81;286;4;1,9
22/10/2020;2200 UTC;0;972,4;25,7;84;225;5,7;0,8
22/10/2020;2300 UTC;0;972,5;25,8;84;195;4,3;1,6
23/10/2020;0000 UTC;0;973,3;25,5;86;263;2,1;0,4
23/10/2020;0100 UTC;0;973,8;24,8;90;235;1,3;0,4
23/10/2020;0200 UTC;0;974,3;24,3;92;158;1,6;0,9
23/10/2020;0300 UTC;0;973,8;24,2;90;261;3,2;2,3
23/10/2020;0400 UTC;0;973,2;23,9;91;179;3,5;0,4
23/10/2020;0500 UTC;0;972,8;23,8;90;210;1,9;0,5
23/10/2020;0600 UTC;0;972,4;24;91;278;1,6;0,6
23/10/2020;0700 UTC;0;972,2;23,6;91;295;2,1;1,4
23/10/2020;0800 UTC;0;972,5;23,3;93;152;5;0,9
23/10/2020;0900 UTC;0;972,9;23,1;94;119;3,4;2,2
23/10/2020;1000 UTC;0;973,8;23,3;91;142;3;1,4
23/10/2020;1100 UTC;0;974,2;24,3;89;356;2,2;1
23/10/2020;1200 UTC;0;974,9;26;87;20;2,8;0,7
23/10/2020;1300 UTC;0;975,2;26,6;76;4;4,2;1,9
23/10/2020;1400 UTC;0,2;975,2;26,1;85;347;7,6;4,6
23/10/2020;1500 UTC;0;974,9;27,5;76;351;7,6;4,2
23/10/2020;1600 UTC;0;973,9;28,4;71;357;8,4;4,6
23/10/2020;1700 UTC;0;972,4;30,2;67;8;8,1;3,3
23/10/2020;1800 UTC;0,2;971,3;29,5;65;348;7,3;3,7
23/10/2020;1900 UTC;0;970,4;31;65;288;6,2;2,9
23/10/2020;2000 UTC;0;969,9;30,7;61;310;5,2;1,5
23/10/2020;2100 UTC;0;969,6;29,6;59;204;3,9;2,4
23/10/2020;2200 UTC;0;970,2;26,7;72;119;3,3;1,2
23/10/2020;2300 UTC;0;970,2;25,1;84;67;3,4;2,4
24/10/2020;0000 UTC;0;971,3;24,4;86;69;3,4;1,8
24/10/2020;0100 UTC;0;971,8;24,7;86;27;3,5;2
24/10/2020;0200 UTC;0;972,5;23,9;88;342;4,4;2,5
24/10/2020;0300 UTC;0;972;23,6;89;346;4,1;2,9
24/10/2020;0400 UTC;0;971,5;23,7;88;351;5,4;2,7
24/10/2020;0500 UTC;0;971,3;23,6;87;357;4,5;2,6
24/10/2020;0600 UTC;0;971,2;22,2;94;94;3,9;1,4
24/10/2020;0700 UTC;0;970,9;22,4;95;87;2,2;1,5
24/10/2020;0800 UTC;0;971,2;22,2;96;81;2,4;1,1
24/10/2020;0900 UTC;0;971,3;21,8;96;75;2,3;1
24/10/2020;1000 UTC;0;971,9;23,5;97;117;3,1;1
24/10/2020;1100 UTC;0;972,3;24,8;90;4;2,3;1,4
24/10/2020;1200 UTC;0;972,8;26,9;83;344;6,5;3,1
24/10/2020;1300 UTC;0;973,2;26,6;75;342;5,8;2,7
24/10/2020;1400 UTC;0;973,1;27,3;74;356;4,9;2,9
24/10/2020;1500 UTC;0;972,7;28,1;72;305;7,7;3,6
24/10/2020;1600 UTC;0;972,2;28,9;65;275;6,8;4,3
24/10/2020;1700 UTC;0;971,1;29,2;61;301;9,7;6,4
24/10/2020;1800 UTC;0;970,1;30,3;62;293;9,3;4,7
24/10/2020;1900 UTC;0;969,6;30,7;60;259;7;3,2
24/10/2020;2000 UTC;0;969,5;30,5;59;207;6,4;2,6
24/10/2020;2100 UTC;0;969,7;29;61;166;5,5;1,2
24/10/2020;2200 UTC;0;969;26,3;74;140;2,1;1,9
24/10/2020;2300 UTC;0;969,1;23,9;85;99;4,7;2,1
25/10/2020;0000 UTC;0;969,7;23,2;88;112;2,8;1,1
25/10/2020;0100 UTC;0;970,1;22,9;91;341;3;1,7
25/10/2020;0200 UTC;0;970,3;22,6;91;305;3;1,1
25/10/2020;0300 UTC;0;970;22,3;91;339;2,7;1,8
25/10/2020;0400 UTC;0;969,7;22,2;91;349;3,9;2,3
25/10/2020;0500 UTC;0;969,7;22,2;90;7;4,4;2,5
25/10/2020;0600 UTC;0;969,7;22;90;2;4,1;2,4
25/10/2020;0700 UTC;0;969,8;21,7;92;14;4;2,1
25/10/2020;0800 UTC;0;970,1;22;91;10;4,7;2,3
25/10/2020;0900 UTC;0;970,5;21,5;91;30;4,7;1,9
25/10/2020;1000 UTC;0;971;22,3;92;35;4,3;2,3
25/10/2020;1100 UTC;0;971,8;24,5;90;45;4,2;2,6
25/10/2020;1200 UTC;0;972;26,9;83;359;6,4;3,5
25/10/2020;1300 UTC;0;971,8;29,1;72;358;7,5;4,1
25/10/2020;1400 UTC;0;971,4;31,1;62;22;8,2;4,5
25/10/2020;1500 UTC;0;970,8;32,8;57;358;8,5;3,7
25/10/2020;1600 UTC;0;969,7;33,7;54;2;8;3,9
25/10/2020;1700 UTC;0;968,3;34,5;54;359;8,2;5
25/10/2020;1800 UTC;0;967,3;34,3;51;18;8,6;3,8
25/10/2020;1900 UTC;0;966,6;34,7;50;351;7,9;3,9
25/10/2020;2000 UTC;0;966;33,9;49;359;6,7;3,2
25/10/2020;2100 UTC;0;966;32,9;52;1;6;2,7
25/10/2020;2200 UTC;0;966,3;30,9;58;18;4,7;1,9
25/10/2020;2300 UTC;0;967,1;29,7;62;27;3,6;1,8
26/10/2020;0000 UTC;0;967,4;29,5;63;26;3,7;2,3
26/10/2020;0100 UTC;0;967;28,6;66;9;5,3;3,1
26/10/2020;0200 UTC;0;967;28;69;349;5,4;2,9
26/10/2020;0300 UTC;0;966,8;27;76;18;4,6;2,2
26/10/2020;0400 UTC;0;966,7;26,7;78;9;3,8;1,7
26/10/2020;0500 UTC;0;965,7;25,9;84;35;5,7;3,9
26/10/2020;0600 UTC;0;965,4;26,1;82;11;5,7;2
26/10/2020;0700 UTC;0;966,1;25,3;84;19;4,1;1
26/10/2020;0800 UTC;0;967,7;23,9;92;64;2,6;2,1
26/10/2020;0900 UTC;0;968,3;25,2;91;17;3,7;2,5
26/10/2020;1000 UTC;0;969,3;25,6;86;324;4;1,8
26/10/2020;1100 UTC;0;969,9;25,6;86;348;2,8;1,7
26/10/2020;1200 UTC;21,4;972,6;19,2;97;155;18,1;11,7
26/10/2020;1300 UTC;23,8;972,8;19,4;98;138;18,1;5,5
26/10/2020;1400 UTC;0,6;974,1;19,7;98;163;8,8;1,9
26/10/2020;1500 UTC;3,2;974;19,9;98;136;4,5;2,9
26/10/2020;1600 UTC;2,2;973,5;19,8;98;116;6,1;3,7
26/10/2020;1700 UTC;1,2;971,4;20,3;98;82;6,1;4,5
26/10/2020;1800 UTC;0,2;971,4;20,8;97;29;7,1;2,1
26/10/2020;1900 UTC;0;971,5;21,1;95;306;4;1,2
26/10/2020;2000 UTC;0;971;21,7;91;281;2,6;0,9
26/10/2020;2100 UTC;0;971,3;21,7;89;288;2,7;1,6
26/10/2020;2200 UTC;0;972;21,2;93;265;2,9;1,7
26/10/2020;2300 UTC;0;972,4;20,7;94;223;3,2;2
27/10/2020;0000 UTC;0;972,9;20,3;95;211;4,5;2,9
27/10/2020;0100 UTC;0;973,1;20,1;93;230;4,6;3,1
27/10/2020;0200 UTC;0;973,2;19,5;96;233;4,6;2,1
27/10/2020;0300 UTC;0;972,4;19;96;217;3,7;3
27/10/2020;0400 UTC;0;972;18,9;96;232;4,8;2,3
27/10/2020;0500 UTC;0;971,1;18,6;97;223;3,9;3,1
27/10/2020;0600 UTC;0;970,5;18,7;96;220;5;3,5
27/10/2020;0700 UTC;0;970,4;18,2;96;211;4,5;3,3
27/10/2020;0800 UTC;0;970,7;18,2;97;209;5,1;2,8
27/10/2020;0900 UTC;0;971,5;18,5;97;225;6,4;2,6
27/10/2020;1000 UTC;0;971,7;19,5;97;203;6,5;4,2
27/10/2020;1100 UTC;0;972,1;20,3;96;178;8;4,3
27/10/2020;1200 UTC;0;972,5;22,1;92;164;6,6;2,9
